symbol,market,signal_date,close,status,status_rank,setup,regime,wyckoff,trigger,direction,zs_zd,zs_zg,entry_price,sl,tp1,tp2,name,sector,notes,engine_version,previous_status,current_status,change_type
002602,HS300,2026-09-07,16.16,WATCH,1,NONE,Bullish Zhongshu,Neutral,Bull Micro BOS,,13.51,13.93,,,,,世纪华通,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
002625,HS300,2026-09-07,28.08,WATCH,1,NONE,Neutral Zhongshu,Neutral,Waiting,,27.02,28.86,,,,,光启技术,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
002648,HS300,2026-09-07,27.01,WATCH,1,NONE,Bull Trend,Neutral,Bear Micro BOS,,22.2,24.47,,,,,卫星化学,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
002714,HS300,2026-09-07,43.91,WATCH,1,NONE,Bull Trend,Neutral,Bull Micro BOS,,38.51,40.18,,,,,牧原股份,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
002916,HS300,2026-09-07,364.98,WATCH,1,NONE,Neutral Zhongshu,Neutral,Waiting,,350.0,388.18,,,,,深南电路,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
002920,HS300,2026-09-07,88.56,WATCH,1,NONE,Bullish Zhongshu,Neutral,Waiting,,83.43,88.94,,,,,德赛西威,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
002938,HS300,2026-09-07,89.99,WATCH,1,NONE,Neutral Zhongshu,Neutral,Waiting,,84.6,94.52,,,,,鹏鼎控股,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
003816,HS300,2026-09-07,4.29,WATCH,1,NONE,Bull Trend,Neutral,Waiting,,4.04,4.2,,,,,中国广核,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
300014,HS300,2026-09-07,50.97,WATCH,1,NONE,Bearish Zhongshu,Neutral,Bear Micro BOS,,54.53,56.13,,,,,亿纬锂能,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
300122,HS300,2026-09-07,13.28,WATCH,1,NONE,Bull Trend,Neutral,Waiting,,12.71,12.85,,,,,智飞生物,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
300124,HS300,2026-09-07,58.9,WATCH,1,NONE,Bearish Zhongshu,Neutral,Waiting,,59.73,62.57,,,,,汇川技术,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
300316,HS300,2026-09-07,41.25,WATCH,1,NONE,Bearish Zhongshu,Neutral,Bear Micro BOS,,45.79,46.38,,,,,晶盛机电,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
300408,HS300,2026-09-07,114.92,WATCH,1,NONE,Bullish Zhongshu,Neutral,Waiting,,108.69,115.49,,,,,三环集团,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
300413,HS300,2026-09-07,22.1,WATCH,1,NONE,Bullish Zhongshu,Neutral,Bull Micro BOS,,14.82,15.83,,,,,芒果超媒,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
300418,HS300,2026-09-07,46.6,WATCH,1,NONE,Bull Trend,Distribution,Waiting,,41.61,45.1,,,,,昆仑万维,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
300498,HS300,2026-09-07,15.28,WATCH,1,NONE,Bull Trend,Neutral,Waiting,,13.38,14.0,,,,,温氏股份,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
300661,HS300,2026-09-07,110.6,WATCH,1,NONE,Bearish Zhongshu,Neutral,Waiting,,108.36,116.16,,,,,圣邦股份,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
300832,HS300,2026-09-07,50.93,WATCH,1,NONE,Bull Trend,Neutral,Waiting,,49.45,49.6,,,,,新产业,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
300866,HS300,2026-09-07,132.24,WATCH,1,NONE,Bull Trend,Neutral,Waiting,,114.05,118.6,,,,,安克创新,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
300896,HS300,2026-09-07,92.96,WATCH,1,NONE,Bullish Zhongshu,Neutral,Waiting,,90.02,94.11,,,,,爱美客,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
300999,HS300,2026-09-07,27.4,WATCH,1,NONE,Bull Trend,Neutral,Waiting,,25.68,26.63,,,,,金龙鱼,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
301165,HS300,2026-09-07,111.99,WATCH,1,NONE,Bull Trend,Neutral,Waiting,,111.1,114.99,,,,,锐捷网络,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
301236,HS300,2026-09-07,37.71,WATCH,1,NONE,Neutral Zhongshu,Neutral,Waiting,,36.4,38.68,,,,,软通动力,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
301269,HS300,2026-09-07,93.28,WATCH,1,NONE,Bearish Zhongshu,Neutral,Waiting,,93.5,95.99,,,,,华大九天,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
301308,HS300,2026-09-07,358.22,WATCH,1,NONE,Bearish Zhongshu,Neutral,Waiting,,373.6,442.0,,,,,江波龙,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
600010,HS300,2026-09-07,2.19,WATCH,1,NONE,Bearish Zhongshu,Neutral,Waiting,,2.27,2.28,,,,,包钢股份,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
600016,HS300,2026-09-07,3.6,WATCH,1,NONE,Bullish Zhongshu,Neutral,Waiting,,3.41,3.5,,,,,民生银行,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
600019,HS300,2026-09-07,5.75,WATCH,1,NONE,Bearish Zhongshu,Neutral,Bear Micro BOS,,5.78,5.89,,,,,宝钢股份,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
600025,HS300,2026-09-07,9.58,WATCH,1,NONE,Bearish Zhongshu,Neutral,Waiting,,9.64,9.73,,,,,华能水电,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
600026,HS300,2026-09-07,19.75,WATCH,1,NONE,Bull Trend,Neutral,Waiting,,16.45,17.99,,,,,中远海能,nan,,1.8.5-source-port,READY,WATCH,READY_TO_WATCH
600027,HS300,2026-09-07,4.82,WATCH,1,NONE,Bullish Zhongshu,Neutral,Waiting,,4.51,4.54,,,,,华电国际,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
600031,HS300,2026-09-07,19.89,WATCH,1,NONE,Bullish Zhongshu,Neutral,Waiting,,19.21,19.8,,,,,三一重工,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
600036,HS300,2026-09-07,41.07,WATCH,1,NONE,Bull Trend,Neutral,Waiting,,38.03,38.32,,,,,招商银行,nan,,1.8.5-source-port,READY,WATCH,READY_TO_WATCH
600039,HS300,2026-09-07,9.23,WATCH,1,NONE,Bull Trend,Neutral,Waiting,,8.27,8.39,,,,,四川路桥,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
600048,HS300,2026-09-07,5.21,WATCH,1,NONE,Bearish Zhongshu,Neutral,Waiting,,5.2,5.42,,,,,保利发展,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
600089,HS300,2026-09-07,18.94,WATCH,1,NONE,Bearish Zhongshu,Neutral,Waiting,,18.81,21.8,,,,,特变电工,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
600104,HS300,2026-09-07,10.58,WATCH,1,NONE,Bullish Zhongshu,Neutral,Bull Micro BOS,,9.93,10.07,,,,,上汽集团,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
600118,HS300,2026-09-07,57.72,WATCH,1,NONE,Bearish Zhongshu,Neutral,Waiting,,68.67,69.99,,,,,中国卫星,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
600160,HS300,2026-09-07,37.95,WATCH,1,NONE,Bearish Zhongshu,Neutral,Waiting,,38.51,44.5,,,,,巨化股份,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
600176,HS300,2026-09-07,41.7,WATCH,1,NONE,Neutral Zhongshu,Neutral,Waiting,,37.83,43.98,,,,,中国巨石,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
600183,HS300,2026-09-07,148.15,WATCH,1,NONE,Bullish Zhongshu,Neutral,Waiting,,126.0,143.48,,,,,生益科技,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
600188,HS300,2026-09-07,20.78,WATCH,1,NONE,Bearish Zhongshu,Neutral,Bear Micro BOS,,20.89,22.92,,,,,兖矿能源,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
600219,HS300,2026-09-07,4.87,WATCH,1,NONE,Bullish Zhongshu,Neutral,Waiting,,4.61,4.77,,,,,南山铝业,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
600233,HS300,2026-09-07,16.89,WATCH,1,NONE,Bull Trend,Neutral,Waiting,,17.15,17.5,,,,,圆通速递,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
600309,HS300,2026-09-07,76.74,WATCH,1,NONE,Bull Trend,Neutral,Waiting,,72.48,75.43,,,,,万华化学,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
600346,HS300,2026-09-07,18.23,WATCH,1,NONE,Bullish Zhongshu,Neutral,Waiting,,15.98,16.71,,,,,恒力石化,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
600362,HS300,2026-09-07,46.02,WATCH,1,NONE,Bullish Zhongshu,Accumulation,Waiting,,43.78,44.24,,,,,江西铜业,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
600415,HS300,2026-09-07,13.06,WATCH,1,NONE,Bull Trend,Neutral,Waiting,,12.38,12.75,,,,,小商品城,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
600426,HS300,2026-09-07,20.32,WATCH,1,NONE,Bearish Zhongshu,Neutral,Waiting,,20.46,21.33,,,,,华鲁恒升,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
600438,HS300,2026-09-07,11.67,WATCH,1,NONE,Bearish Zhongshu,Neutral,Waiting,,12.69,13.0,,,,,通威股份,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
600489,HS300,2026-09-07,25.07,WATCH,1,NONE,Bull Trend,Neutral,Waiting,,24.63,26.7,,,,,中金黄金,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
600570,HS300,2026-09-07,21.59,WATCH,1,NONE,Neutral Zhongshu,Neutral,Waiting,,20.95,22.38,,,,,恒生电子,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
600585,HS300,2026-09-07,17.83,WATCH,1,NONE,Bullish Zhongshu,Neutral,Waiting,,17.21,17.73,,,,,海螺水泥,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
600588,HS300,2026-09-07,10.02,WATCH,1,NONE,Bull Trend,Neutral,Waiting,,10.01,10.1,,,,,用友网络,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
600600,HS300,2026-09-07,51.47,WATCH,1,NONE,Bearish Zhongshu,Neutral,Waiting,,56.5,57.75,,,,,青岛啤酒,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
600674,HS300,2026-09-07,15.61,WATCH,1,NONE,Bull Trend,Neutral,Waiting,,14.81,15.3,,,,,川投能源,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
600760,HS300,2026-09-07,47.11,WATCH,1,NONE,Bull Trend,Neutral,Waiting,,42.03,42.04,,,,,中航沈飞,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
600795,HS300,2026-09-07,5.28,WATCH,1,NONE,Bull Trend,Neutral,Waiting,,4.89,4.91,,,,,国电电力,nan,,1.8.5-source-port,READY,WATCH,READY_TO_WATCH
600803,HS300,2026-09-07,19.23,WATCH,1,NONE,Bull Trend,Neutral,Waiting,,17.16,17.86,,,,,新奥股份,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
600875,HS300,2026-09-07,24.99,WATCH,1,NONE,Bearish Zhongshu,Neutral,Waiting,,26.62,28.09,,,,,东方电气,nan,,1.8.5-source-port,READY,WATCH,READY_TO_WATCH
600893,HS300,2026-09-07,38.98,WATCH,1,NONE,Bull Trend,Neutral,Waiting,,36.0,36.36,,,,,航发动力,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
600900,HS300,2026-09-07,27.85,WATCH,1,NONE,Neutral Zhongshu,Neutral,Waiting,,27.51,28.43,,,,,长江电力,nan,,1.8.5-source-port,READY,WATCH,READY_TO_WATCH
600918,HS300,2026-09-07,5.58,WATCH,1,NONE,Bull Trend,Neutral,Waiting,,5.6,5.73,,,,,中泰证券,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
600919,HS300,2026-09-07,12.15,WATCH,1,NONE,Bull Trend,Neutral,Waiting,,11.53,11.78,,,,,江苏银行,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
600938,HS300,2026-09-07,33.12,WATCH,1,NONE,Bull Trend,Accumulation,Waiting,,33.06,33.83,,,,,中国海油,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
600958,HS300,2026-09-07,9.18,WATCH,1,NONE,Bull Trend,Neutral,Waiting,,9.0,9.2,,,,,东方证券,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
600989,HS300,2026-09-07,23.41,WATCH,1,NONE,Bull Trend,Neutral,Waiting,,21.77,23.86,,,,,宝丰能源,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
600999,HS300,2026-09-07,18.07,WATCH,1,NONE,Bull Trend,Neutral,Waiting,,17.7,17.95,,,,,招商证券,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
601006,HS300,2026-09-07,4.79,WATCH,1,NONE,Neutral Zhongshu,Neutral,Waiting,,4.65,4.87,,,,,大秦铁路,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
601009,HS300,2026-09-07,11.93,WATCH,1,NONE,Bull Trend,Neutral,Waiting,,11.09,11.65,,,,,南京银行,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
601012,HS300,2026-09-07,11.88,WATCH,1,NONE,Bearish Zhongshu,Neutral,Waiting,,12.56,12.82,,,,,隆基绿能,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
601018,HS300,2026-09-07,3.46,WATCH,1,NONE,Bull Trend,Neutral,Waiting,,3.35,3.43,,,,,宁波港,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
601058,HS300,2026-09-07,14.35,WATCH,1,NONE,Bull Trend,Neutral,Waiting,,13.38,13.87,,,,,赛轮轮胎,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
601059,HS300,2026-09-07,17.05,WATCH,1,NONE,Bull Trend,Accumulation,Waiting,,16.44,16.84,,,,,信达证券,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
601077,HS300,2026-09-07,6.73,WATCH,1,NONE,Bull Trend,Neutral,Bear Micro BOS,,6.5,6.64,,,,,渝农商行,nan,,1.8.5-source-port,READY,WATCH,READY_TO_WATCH
601088,HS300,2026-09-07,46.09,WATCH,1,NONE,Bull Trend,Neutral,Waiting,,43.96,44.36,,,,,中国神华,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
601111,HS300,2026-09-07,5.86,WATCH,1,NONE,Bearish Zhongshu,Neutral,Waiting,,5.92,5.95,,,,,中国国航,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
601136,HS300,2026-09-07,15.64,WATCH,1,NONE,Bullish Zhongshu,Neutral,Waiting,,13.78,14.28,,,,,首创证券,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
601169,HS300,2026-09-07,5.48,WATCH,1,NONE,Bull Trend,Neutral,Waiting,,4.94,4.98,,,,,北京银行,nan,,1.8.5-source-port,READY,WATCH,READY_TO_WATCH
601225,HS300,2026-09-07,25.69,WATCH,1,NONE,Bull Trend,Neutral,Waiting,,23.77,24.0,,,,,陕西煤业,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
601229,HS300,2026-09-07,9.48,WATCH,1,NONE,Bull Trend,Neutral,Waiting,,9.18,9.41,,,,,上海银行,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
601288,HS300,2026-09-07,6.81,WATCH,1,NONE,Bullish Zhongshu,Neutral,Waiting,,6.41,6.85,,,,,农业银行,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
601319,HS300,2026-09-07,7.85,WATCH,1,NONE,Bull Trend,Neutral,Waiting,,7.18,7.27,,,,,中国人保,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
601328,HS300,2026-09-07,7.32,WATCH,1,NONE,Bull Trend,Neutral,Waiting,,6.85,6.99,,,,,交通银行,nan,,1.8.5-source-port,READY,WATCH,READY_TO_WATCH
601607,HS300,2026-09-07,16.55,WATCH,1,NONE,Neutral Zhongshu,Neutral,Waiting,,16.25,16.68,,,,,上海医药,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
601618,HS300,2026-09-07,2.54,WATCH,1,NONE,Bearish Zhongshu,Neutral,Waiting,,2.52,2.65,,,,,中国中冶,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
601628,HS300,2026-09-07,38.45,WATCH,1,NONE,Bullish Zhongshu,Neutral,Waiting,,37.15,38.88,,,,,中国人寿,nan,,1.8.5-source-port,READY,WATCH,READY_TO_WATCH
601633,HS300,2026-09-07,14.95,WATCH,1,NONE,Bearish Zhongshu,Neutral,Waiting,,15.87,16.84,,,,,长城汽车,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
601658,HS300,2026-09-07,5.39,WATCH,1,NONE,Bull Trend,Neutral,Waiting,,5.07,5.08,,,,,邮储银行,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
601689,HS300,2026-09-07,47.06,WATCH,1,NONE,Bullish Zhongshu,Neutral,Waiting,,45.48,47.57,,,,,拓普集团,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
601698,HS300,2026-09-07,23.98,WATCH,1,NONE,Bearish Zhongshu,Neutral,Waiting,,27.02,27.72,,,,,中国卫通,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
601728,HS300,2026-09-07,6.34,WATCH,1,NONE,Bullish Zhongshu,Neutral,Waiting,,6.23,6.3,,,,,中国电信,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
601788,HS300,2026-09-07,14.47,WATCH,1,NONE,Bearish Zhongshu,Neutral,Bear Micro BOS,,14.5,14.75,,,,,光大证券,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
601800,HS300,2026-09-07,5.95,WATCH,1,NONE,Neutral Zhongshu,Neutral,Waiting,,5.88,6.03,,,,,中国交建,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
601816,HS300,2026-09-07,4.84,WATCH,1,NONE,Bearish Zhongshu,Neutral,Waiting,,4.88,4.93,,,,,京沪高铁,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
601825,HS300,2026-09-07,8.89,WATCH,1,NONE,Bull Trend,Distribution,Waiting,,8.19,8.77,,,,,沪农商行,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
601838,HS300,2026-09-07,19.4,WATCH,1,NONE,Bull Trend,Neutral,Waiting,,17.77,18.09,,,,,成都银行,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
601857,HS300,2026-09-07,11.02,WATCH,1,NONE,Bull Trend,Neutral,Waiting,,11.08,11.11,,,,,中国石油,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
601872,HS300,2026-09-07,18.69,WATCH,1,NONE,Bull Trend,Neutral,Waiting,,17.79,18.5,,,,,招商轮船,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
601877,HS300,2026-09-07,25.76,WATCH,1,NONE,Bullish Zhongshu,Neutral,Waiting,,25.37,25.49,,,,,正泰电器,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
601898,HS300,2026-09-07,14.53,WATCH,1,NONE,Bull Trend,Neutral,Waiting,,12.85,13.3,,,,,中煤能源,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
601899,HS300,2026-09-07,32.87,WATCH,1,NONE,Bull Trend,Neutral,Waiting,,32.19,33.27,,,,,紫金矿业,nan,,1.8.5-source-port,READY,WATCH,READY_TO_WATCH
601916,HS300,2026-09-07,2.94,WATCH,1,NONE,Bullish Zhongshu,Re-Accumulation,Waiting,,2.88,2.96,,,,,浙商银行,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
601985,HS300,2026-09-07,8.91,WATCH,1,NONE,Bullish Zhongshu,Neutral,Waiting,,8.78,8.95,,,,,中国核电,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
601998,HS300,2026-09-07,8.74,WATCH,1,NONE,Bull Trend,Neutral,Waiting,,7.39,7.75,,,,,中信银行,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
603019,HS300,2026-09-07,83.38,WATCH,1,NONE,Neutral Zhongshu,Neutral,Waiting,,81.07,86.3,,,,,中科曙光,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
603259,HS300,2026-09-07,153.25,WATCH,1,NONE,Bull Trend,Neutral,Waiting,,121.01,128.73,,,,,药明康德,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
603296,HS300,2026-09-07,78.25,WATCH,1,NONE,Neutral Zhongshu,Neutral,Waiting,,76.66,79.98,,,,,华勤技术,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
603369,HS300,2026-09-07,30.85,WATCH,1,NONE,Bull Trend,Neutral,Bull Micro BOS,,27.49,30.99,,,,,今世缘,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
603799,HS300,2026-09-07,37.98,WATCH,1,NONE,Bearish Zhongshu,Neutral,Waiting,,45.56,47.17,,,,,华友钴业,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
603893,HS300,2026-09-07,192.68,WATCH,1,NONE,Neutral Zhongshu,Neutral,Waiting,,176.75,210.94,,,,,瑞芯微,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
603993,HS300,2026-09-07,18.37,WATCH,1,NONE,Bearish Zhongshu,Distrib Watch,Waiting,,18.76,19.99,,,,,洛阳钼业,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
605117,HS300,2026-09-07,85.19,WATCH,1,NONE,Bearish Zhongshu,Neutral,Waiting,,94.0,97.53,,,,,德业股份,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
688009,HS300,2026-09-07,4.91,WATCH,1,NONE,Bearish Zhongshu,Neutral,Bear Micro BOS,,4.91,4.95,,,,,中国通号,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
688047,HS300,2026-09-07,105.48,WATCH,1,NONE,Neutral Zhongshu,Accum Watch,Waiting,,100.7,108.3,,,,,龙芯中科,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
688072,HS300,2026-09-07,651.92,WATCH,1,NONE,Bearish Zhongshu,Neutral,Waiting,,633.35,727.27,,,,,拓荆科技,nan,,1.8.5-source-port,READY,WATCH,READY_TO_WATCH
688183,HS300,2026-09-07,132.93,WATCH,1,NONE,Bull Trend,Neutral,Waiting,,121.38,121.39,,,,,生益电子,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
688303,HS300,2026-09-07,17.09,WATCH,1,NONE,Bearish Zhongshu,Neutral,Waiting,,18.45,19.86,,,,,大全能源,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
688981,HS300,2026-09-07,124.12,WATCH,1,NONE,Bullish Zhongshu,Neutral,Waiting,,120.0,125.75,,,,,中芯国际,nan,,1.8.5-source-port,WATCH,WATCH,UNCHANGED
000063,HS300,2026-09-07,33.28,NONE,0,NONE,Bear Trend,Neutral,Waiting,,34.78,34.89,,,,,中兴通讯,nan,,1.8.5-source-port,NONE,NONE,UNCHANGED
000858,HS300,2026-09-07,71.46,NONE,0,NONE,Bear Trend,Neutral,Waiting,,73.42,76.7,,,,,五粮液,nan,,1.8.5-source-port,NONE,NONE,UNCHANGED
000895,HS300,2026-09-07,24.0,NONE,0,NONE,Bear Trend,Neutral,Bear Micro BOS,,23.89,25.02,,,,,双汇发展,nan,,1.8.5-source-port,WATCH,NONE,DROPPED
000938,HS300,2026-09-07,35.37,NONE,0,NONE,Bear Trend,Neutral,Waiting,,36.6,39.55,,,,,紫光股份,nan,,1.8.5-source-port,NONE,NONE,UNCHANGED
000963,HS300,2026-09-07,27.2,NONE,0,NONE,Bear Trend,Neutral,Waiting,,28.71,30.44,,,,,华东医药,nan,,1.8.5-source-port,NONE,NONE,UNCHANGED
002001,HS300,2026-09-07,26.51,NONE,0,NONE,Bear Trend,Neutral,Waiting,,28.72,31.46,,,,,新和成,nan,,1.8.5-source-port,NONE,NONE,UNCHANGED
002074,HS300,2026-09-07,25.99,NONE,0,NONE,Bear Trend,Neutral,Bear Micro BOS,,26.71,27.84,,,,,国轩高科,nan,,1.8.5-source-port,NONE,NONE,UNCHANGED
002236,HS300,2026-09-07,16.28,NONE,0,NONE,Bear Trend,Neutral,Waiting,,15.92,16.65,,,,,大华股份,nan,,1.8.5-source-port,NONE,NONE,UNCHANGED
002311,HS300,2026-09-07,44.3,NONE,0,NONE,Bear Trend,Neutral,Waiting,,44.02,47.5,,,,,海大集团,nan,,1.8.5-source-port,NONE,NONE,UNCHANGED
002594,HS300,2026-09-07,86.51,NONE,0,NONE,Bear Trend,Neutral,Bear Micro BOS,,93.13,93.23,,,,,比亚迪,nan,,1.8.5-source-port,NONE,NONE,UNCHANGED
002736,HS300,2026-09-07,10.14,NONE,0,NONE,Bear Trend,Neutral,Bear Micro BOS,,10.27,10.4,,,,,国信证券,nan,,1.8.5-source-port,NONE,NONE,UNCHANGED
002837,HS300,2026-09-07,64.47,NONE,0,NONE,Bear Trend,Neutral,Waiting,,62.2,68.66,,,,,英维克,nan,,1.8.5-source-port,NONE,NONE,UNCHANGED
300251,HS300,2026-09-07,11.66,NONE,0,NONE,Bear Trend,Accumulation,Waiting,,11.4,11.98,,,,,光线传媒,nan,,1.8.5-source-port,NONE,NONE,UNCHANGED
600029,HS300,2026-09-07,5.03,NONE,0,NONE,Bear Trend,Neutral,Waiting,,5.05,5.12,,,,,南方航空,nan,,1.8.5-source-port,NONE,NONE,UNCHANGED
600030,HS300,2026-09-07,27.67,NONE,0,NONE,Bear Trend,Neutral,Waiting,,27.77,28.05,,,,,中信证券,nan,,1.8.5-source-port,NONE,NONE,UNCHANGED
600085,HS300,2026-09-07,24.17,NONE,0,NONE,Bear Trend,Neutral,Waiting,,24.97,26.44,,,,,同仁堂,nan,,1.8.5-source-port,NONE,NONE,UNCHANGED
600115,HS300,2026-09-07,3.5,NONE,0,NONE,Bear Trend,Neutral,Waiting,,3.66,3.7,,,,,中国东航,nan,,1.8.5-source-port,NONE,NONE,UNCHANGED
600221,HS300,2026-09-07,1.3,NONE,0,NONE,Bear Trend,Neutral,Waiting,,1.31,1.38,,,,,海航控股,nan,,1.8.5-source-port,NONE,NONE,UNCHANGED
600845,HS300,2026-09-07,17.23,NONE,0,NONE,Bear Trend,Neutral,Waiting,,17.14,17.68,,,,,宝信软件,nan,,1.8.5-source-port,NONE,NONE,UNCHANGED
600930,HS300,2026-09-07,3.89,NONE,0,NONE,Bear Trend,Neutral,Waiting,,4.18,4.4,,,,,华电新能,nan,,1.8.5-source-port,NONE,NONE,UNCHANGED
601021,HS300,2026-09-07,44.22,NONE,0,NONE,Bear Trend,Neutral,Waiting,,43.9,46.47,,,,,春秋航空,nan,,1.8.5-source-port,NONE,NONE,UNCHANGED
